"ITTER107","Territorio","TIPO_DATO7","Indicatori trasporto aereo","ARRIVO_PARTENZA","Arrivo-Partenza                  ","AEROPORTI","Aeroporti ","SERVIZIO_AEREO_TIPO","Tipo di servizio aereo","ISO","Nazionalità vettore","ISO_OD","Origine / Destinazione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","EUR","Europa","2018","2018",173796,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2017","2017",86049,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2018","2018",89934,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2017","2017",3256,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2018","2018",810,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2017","2017",89305,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2018","2018",90744,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","AU","Australia","2017","2017",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","AU","Australia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","AU","Australia","2017","2017",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","AU","Australia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","AU","Australia","2017","2017",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","AR","arrivi","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","AU","Australia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSH","linea internazionali","IT","Italia","ASI","Asia","2017","2017",34699,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSH","linea internazionali","IT","Italia","ASI","Asia","2018","2018",31253,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLNSH","charter internazionali","IT","Italia","ASI","Asia","2017","2017",1,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLNSH","charter internazionali","IT","Italia","ASI","Asia","2018","2018",5,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSE","voli internazionali","IT","Italia","ASI","Asia","2017","2017",34700,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSE","voli internazionali","IT","Italia","ASI","Asia","2018","2018",31258,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSH","linea internazionali","IT","Italia","EUR","Europa","2017","2017",15646,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSH","linea internazionali","IT","Italia","EUR","Europa","2018","2018",15862,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLNSH","charter internazionali","IT","Italia","EUR","Europa","2017","2017",176,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLNSH","charter internazionali","IT","Italia","EUR","Europa","2018","2018",98,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSE","voli internazionali","IT","Italia","EUR","Europa","2017","2017",15822,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSE","voli internazionali","IT","Italia","EUR","Europa","2018","2018",15960,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSH","linea internazionali","IT","Italia","ASI_OTH","Altri Paesi dell'Asia","2017","2017",29535,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSH","linea internazionali","IT","Italia","ASI_OTH","Altri Paesi dell'Asia","2018","2018",29859,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLNSH","charter internazionali","IT","Italia","ASI_OTH","Altri Paesi dell'Asia","2017","2017",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLNSH","charter internazionali","IT","Italia","ASI_OTH","Altri Paesi dell'Asia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSE","voli internazionali","IT","Italia","ASI_OTH","Altri Paesi dell'Asia","2017","2017",29535,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSE","voli internazionali","IT","Italia","ASI_OTH","Altri Paesi dell'Asia","2018","2018",29859,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSH","linea internazionali","IT","Italia","AU","Australia","2017","2017",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSH","linea internazionali","IT","Italia","AU","Australia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLNSH","charter internazionali","IT","Italia","AU","Australia","2017","2017",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLNSH","charter internazionali","IT","Italia","AU","Australia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSE","voli internazionali","IT","Italia","AU","Australia","2017","2017",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSE","voli internazionali","IT","Italia","AU","Australia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","ASI","Asia","2017","2017",243994,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","ASI","Asia","2018","2018",242420,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","ASI","Asia","2017","2017",20651,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","ASI","Asia","2018","2018",8564,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","ASI","Asia","2017","2017",264645,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","ASI","Asia","2018","2018",250984,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","EUR","Europa","2017","2017",146042,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","EUR","Europa","2018","2018",151541,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","EUR","Europa","2017","2017",70684,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","EUR","Europa","2018","2018",64061,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","EUR","Europa","2017","2017",216726,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","EUR","Europa","2018","2018",215602,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2017","2017",124461,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2018","2018",115825,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2017","2017",9769,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2018","2018",2621,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2017","2017",134230,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2018","2018",118446,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","AU","Australia","2017","2017",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","AU","Australia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","AU","Australia","2017","2017",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","AU","Australia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","AU","Australia","2017","2017",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","DE","partenze","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","AU","Australia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSH","linea internazionali","IT","Italia","ASI","Asia","2017","2017",70519,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSH","linea internazionali","IT","Italia","ASI","Asia","2018","2018",68913,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLNSH","charter internazionali","IT","Italia","ASI","Asia","2017","2017",2,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLNSH","charter internazionali","IT","Italia","ASI","Asia","2018","2018",9,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSE","voli internazionali","IT","Italia","ASI","Asia","2017","2017",70521,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSE","voli internazionali","IT","Italia","ASI","Asia","2018","2018",68922,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSH","linea internazionali","IT","Italia","EUR","Europa","2017","2017",28401,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSH","linea internazionali","IT","Italia","EUR","Europa","2018","2018",29591,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLNSH","charter internazionali","IT","Italia","EUR","Europa","2017","2017",182,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLNSH","charter internazionali","IT","Italia","EUR","Europa","2018","2018",99,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSE","voli internazionali","IT","Italia","EUR","Europa","2017","2017",28583,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSE","voli internazionali","IT","Italia","EUR","Europa","2018","2018",29690,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSH","linea internazionali","IT","Italia","ASI_OTH","Altri Paesi dell'Asia","2017","2017",61868,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSH","linea internazionali","IT","Italia","ASI_OTH","Altri Paesi dell'Asia","2018","2018",66596,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLNSH","charter internazionali","IT","Italia","ASI_OTH","Altri Paesi dell'Asia","2017","2017",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLNSH","charter internazionali","IT","Italia","ASI_OTH","Altri Paesi dell'Asia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSE","voli internazionali","IT","Italia","ASI_OTH","Altri Paesi dell'Asia","2017","2017",61868,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSE","voli internazionali","IT","Italia","ASI_OTH","Altri Paesi dell'Asia","2018","2018",66596,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSH","linea internazionali","IT","Italia","AU","Australia","2017","2017",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSH","linea internazionali","IT","Italia","AU","Australia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLNSH","charter internazionali","IT","Italia","AU","Australia","2017","2017",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLNSH","charter internazionali","IT","Italia","AU","Australia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSE","voli internazionali","IT","Italia","AU","Australia","2017","2017",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSE","voli internazionali","IT","Italia","AU","Australia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","ASI","Asia","2017","2017",417668,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","ASI","Asia","2018","2018",425107,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","ASI","Asia","2017","2017",35345,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","ASI","Asia","2018","2018",13365,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","ASI","Asia","2017","2017",453013,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","ASI","Asia","2018","2018",438472,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","EUR","Europa","2017","2017",254938,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","EUR","Europa","2018","2018",272448,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","EUR","Europa","2017","2017",127549,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","EUR","Europa","2018","2018",116950,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","EUR","Europa","2017","2017",382487,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","EUR","Europa","2018","2018",389398,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2017","2017",210510,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2018","2018",205759,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2017","2017",13025,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2018","2018",3431,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2017","2017",223535,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2018","2018",209190,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","AU","Australia","2017","2017",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","AU","Australia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","AU","Australia","2017","2017",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","AU","Australia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","AU","Australia","2017","2017",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","AU","Australia","2018","2018",0,,
